,Touches,Take-Ons,Carries,Receiving,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
406,Mohamed Salah,eg EGY,FW,Liverpool,32-225,1992,21.6,960,9,47,276,647,221,955,77,37,48.1,38,49.4,683,4125,2099,93,34,81,64,44,826,286,Matches,,,,,,
407,William Saliba,fr FRA,DF,Arsenal,23-308,2001,20.3,1643,117,671,909,70,11,1643,12,8,66.7,4,33.3,999,4347,2208,10,8,0,11,4,1223,2,Matches,,,,,,
408,Robert Sánchez,es ESP,GK,Chelsea,27-069,1997,21.0,910,660,900,10,0,0,910,0,0,,0,,609,2806,1782,0,0,0,0,0,577,0,Matches,,,,,,
409,Jadon Sancho,eng ENG,FW,Chelsea,24-307,2000,11.8,590,9,77,178,341,73,590,65,34,52.3,26,40.0,396,2817,1580,63,23,33,19,12,466,131,Matches,,,,,,
410,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-055,1997,2.4,146,4,36,92,20,6,146,0,0,,0,,60,231,67,0,2,0,2,1,76,2,Matches,,,,,,
411,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-260,1992,3.9,213,2,23,104,86,13,213,8,4,50.0,3,37.5,121,569,316,8,9,0,7,4,144,27,Matches,,,,,,
412,Jeremy Sarmiento,ec ECU,MF,Brighton,22-224,2002,0.1,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2,Matches,,,,,,
413,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-336,1998,15.9,584,22,88,220,284,77,584,27,8,29.6,14,51.9,329,1973,1090,40,27,21,42,27,405,105,Matches,,,,,,
414,Sávio,br BRA,"FW,MF",Manchester City,20-291,2004,12.0,686,6,27,158,513,100,686,78,39,50.0,23,29.5,490,4060,2379,91,30,50,32,22,532,144,Matches,,,,,,
415,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-045,2005,0.9,56,2,17,19,20,2,56,4,1,25.0,3,75.0,20,105,50,1,0,1,1,0,29,11,Matches,,,,,,
416,Kevin Schade,de GER,FW,Brentford,23-060,2001,11.0,361,15,55,110,201,51,361,34,9,26.5,21,61.8,201,1476,606,28,14,15,25,19,243,76,Matches,,,,,,
417,Fabian Schär,ch SUI,DF,Newcastle Utd,33-037,1991,17.8,1311,158,683,555,82,15,1311,10,7,70.0,1,10.0,866,3929,2270,10,16,1,6,2,918,11,Matches,,,,,,
418,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-034,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9,Matches,,,,,,
419,Alex Scott,eng ENG,MF,Bournemouth,21-158,2003,2.9,191,10,38,97,58,5,191,13,2,15.4,7,53.8,112,628,290,5,3,1,5,3,117,14,Matches,,,,,,
420,Matz Sels,be BEL,GK,Nott'ham Forest,32-335,1992,23.0,659,495,646,13,0,0,659,0,0,,0,,336,1943,1010,0,0,0,0,0,267,0,Matches,,,,,,
421,Nélson Semedo,pt POR,DF,Wolves,31-071,1993,17.9,965,90,316,441,219,14,965,41,21,51.2,15,36.6,488,3006,1647,38,23,8,21,9,549,65,Matches,,,,,,
422,Antoine Semenyo,gh GHA,FW,Bournemouth,25-019,2000,21.4,998,30,129,345,550,123,998,87,47,54.0,33,37.9,613,4694,2260,87,45,45,55,45,694,186,Matches,,,,,,
423,Marcos Senesi,ar ARG,DF,Bournemouth,27-261,1997,10.2,698,59,305,339,63,12,698,8,5,62.5,3,37.5,432,2287,1306,11,14,0,5,5,437,3,Matches,,,,,,
424,Ryan Sessegnon,eng ENG,MF,Fulham,24-253,2000,0.1,8,0,3,4,1,0,8,0,0,,0,,4,15,4,0,0,0,0,2,4,0,Matches,,,,,,
425,Luke Shaw,eng ENG,DF,Manchester Utd,29-198,1995,0.8,107,3,46,56,5,0,107,0,0,,0,,86,335,143,1,2,0,1,0,93,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
426,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-201,2005,0.0,3,0,1,0,2,0,3,0,0,,0,,1,2,0,0,0,0,0,0,2,1,Matches,,,,,,
427,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-169,1994,20.3,1328,30,216,511,612,120,1328,46,22,47.8,20,43.5,837,5440,2720,74,46,26,14,26,994,156,Matches,,,,,,
428,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-178,1999,7.7,287,18,74,79,145,36,287,27,8,29.6,11,40.7,140,930,522,16,10,6,24,8,158,42,Matches,,,,,,
429,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-268,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1,Matches,,,,,,
430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-083,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0,Matches,,,,,,
431,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-223,1999,2.3,118,5,10,29,79,18,118,16,7,43.8,7,43.8,73,551,278,14,4,7,4,2,78,29,Matches,,,,,,
432,Oliver Skipp,eng ENG,MF,Leicester City,24-132,2000,8.4,420,21,97,268,59,5,420,9,4,44.4,5,55.6,242,987,492,13,7,1,10,5,290,13,Matches,,,,,,
433,William Smallbone,ie IRL,MF,Southampton,24-340,2000,3.2,181,6,21,84,77,11,181,1,1,100.0,0,0.0,72,262,135,2,5,0,8,3,111,15,Matches,,,,,,
434,Adam Smith,eng ENG,DF,Bournemouth,33-272,1991,11.5,507,29,173,222,115,3,507,11,4,36.4,4,36.4,217,783,370,7,12,0,10,5,224,16,Matches,,,,,,
435,Emile Smith Rowe,eng ENG,MF,Fulham,24-182,2000,14.2,780,16,104,356,327,40,780,24,13,54.2,9,37.5,521,2592,1356,38,25,10,23,8,615,78,Matches,,,,,,
436,Dominic Solanke,eng ENG,FW,Tottenham,27-134,1997,17.8,502,25,49,229,230,93,502,42,14,33.3,26,61.9,281,1584,658,27,20,13,44,35,338,71,Matches,,,,,,
437,Carlos Soler,es ESP,"MF,FW",West Ham,28-024,1997,9.3,492,12,110,254,132,13,492,11,5,45.5,5,45.5,228,1082,424,9,12,4,6,10,340,19,Matches,,,,,,
438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-148,1999,2.7,124,4,28,35,64,11,124,10,7,70.0,3,30.0,61,491,269,10,6,4,5,5,66,14,Matches,,,,,,
439,Tomáš Souček,cz CZE,MF,West Ham,29-334,1995,16.9,740,67,200,376,166,63,740,6,3,50.0,3,50.0,286,863,311,3,7,1,11,7,446,39,Matches,,,,,,
440,Boubakary Soumaré,fr FRA,MF,Leicester City,25-334,1999,11.3,748,35,200,470,85,7,748,26,14,53.8,8,30.8,457,2032,1035,15,7,2,11,12,538,9,Matches,,,,,,
441,Djed Spence,eng ENG,DF,Tottenham,24-170,2000,6.6,531,25,181,241,115,10,531,31,16,51.6,13,41.9,301,1720,919,20,13,3,9,11,343,30,Matches,,,,,,
442,Jay Stansfield,eng ENG,MF,Fulham,22-063,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,
443,Jason Steele,eng ENG,GK,Brighton,34-161,1990,2.0,114,107,114,0,0,0,114,0,0,,0,,91,361,151,0,0,0,0,0,83,0,Matches,,,,,,
444,Jack Stephens,eng ENG,DF,Southampton,30-365,1994,8.8,690,70,280,339,75,5,690,3,0,0.0,3,100.0,386,1846,929,11,9,0,1,1,509,1,Matches,,,,,,
445,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-049,1994,2.4,128,1,3,27,99,23,128,16,8,50.0,3,18.8,96,715,415,13,5,11,5,9,98,36,Matches,,,,,,
446,Ross Stewart,sct SCO,"FW,MF",Southampton,28-199,1996,1.5,61,5,13,30,18,2,61,2,1,50.0,1,50.0,34,144,54,1,0,0,1,5,46,5,Matches,,,,,,
447,Jakub Stolarczyk,pl POL,GK,Leicester City,24-038,2000,5.0,195,144,191,4,0,0,195,0,0,,0,,104,477,348,0,0,0,1,0,113,0,Matches,,,,,,
448,John Stones,eng ENG,"DF,MF",Manchester City,30-243,1994,4.1,306,19,85,163,60,4,306,0,0,,0,,198,1428,802,8,11,0,1,0,228,1,Matches,,,,,,
449,Jørgen Strand Larsen,no NOR,FW,Wolves,24-355,2000,20.4,475,27,65,229,182,71,475,10,4,40.0,6,60.0,216,789,288,9,8,6,57,21,338,63,Matches,,,,,,
450,Yukinari Sugawara,jp JPN,DF,Southampton,24-212,2000,12.8,831,51,250,335,249,21,831,14,8,57.1,5,35.7,441,2178,1169,25,14,5,13,3,560,57,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
451,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-346,2002,3.2,143,6,21,44,79,12,143,22,8,36.4,12,54.5,98,687,344,11,7,6,11,9,105,21,Matches,,,,,,
452,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-088,2001,8.7,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71,Matches,,,,,,
453,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-124,1995,10.9,307,16,79,118,116,33,307,12,4,33.3,6,50.0,173,986,399,16,8,7,24,17,188,46,Matches,,,,,,
454,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-093,2000,15.2,944,12,108,468,381,61,944,23,13,56.5,9,39.1,501,2646,1522,48,27,13,21,8,654,76,Matches,,,,,,
455,Matt Targett,eng ENG,DF,Newcastle Utd,29-130,1995,0.1,8,0,1,4,3,0,8,0,0,,0,,2,5,1,0,0,0,0,0,5,0,Matches,,,,,,
456,James Tarkowski,eng ENG,DF,Everton,32-068,1992,21.9,1130,242,629,435,75,38,1130,7,5,71.4,2,28.6,451,2080,1127,4,7,0,8,7,607,3,Matches,,,,,,
457,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-310,1999,12.8,672,10,71,255,359,32,672,34,14,41.2,19,55.9,381,2337,1074,27,26,4,23,34,427,84,Matches,,,,,,
458,Charlie Taylor,eng ENG,DF,Southampton,31-130,1993,3.0,219,21,93,91,36,1,219,2,2,100.0,0,0.0,91,386,155,3,3,0,1,1,133,6,Matches,,,,,,
459,Jack Taylor,ie IRL,MF,Ipswich Town,26-217,1998,4.5,287,18,81,157,56,4,287,5,2,40.0,2,40.0,150,879,519,8,6,1,3,5,195,12,Matches,,,,,,
460,Kenny Tete,nl NED,DF,Fulham,29-109,1995,14.0,879,48,271,382,232,26,879,16,7,43.8,4,25.0,459,2287,1114,33,17,7,16,10,511,39,Matches,,,,,,
461,Thiago,br BRA,FW,Brentford,23-214,2001,1.5,56,6,11,23,23,2,56,3,2,66.7,1,33.3,34,119,42,3,2,1,5,1,35,4,Matches,,,,,,
462,Luke Thomas,eng ENG,DF,Leicester City,23-230,2001,2.0,130,6,58,51,21,4,130,0,0,,0,,61,159,79,1,0,1,1,0,66,5,Matches,,,,,,
463,Youri Tielemans,be BEL,MF,Aston Villa,27-264,1997,20.7,1387,52,287,784,332,22,1386,39,19,48.7,13,33.3,748,3120,1453,25,15,7,22,16,966,24,Matches,,,,,,
464,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-235,1997,0.2,7,0,0,3,4,1,7,0,0,,0,,2,22,18,1,0,1,0,0,4,0,Matches,,,,,,
465,Jurriën Timber,nl NED,DF,Arsenal,23-223,2001,18.5,1096,39,208,564,329,40,1096,38,17,44.7,17,44.7,579,2562,1322,32,16,5,18,15,675,57,Matches,,,,,,
466,Jean-Clair Todibo,fr FRA,DF,West Ham,25-027,1999,9.6,571,103,339,222,15,6,571,10,6,60.0,4,40.0,327,1484,785,3,3,0,4,6,375,1,Matches,,,,,,
467,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-160,1995,0.5,44,3,13,10,21,2,44,0,0,,0,,10,21,11,0,0,0,0,0,18,4,Matches,,,,,,
468,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-082,1998,0.1,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,Matches,,,,,,
469,Sandro Tonali,it ITA,MF,Newcastle Utd,24-263,2000,15.2,934,33,214,532,206,24,934,19,9,47.4,7,36.8,531,2771,1145,19,23,3,17,18,653,31,Matches,,,,,,
470,Pau Torres,es ESP,DF,Aston Villa,28-010,1997,17.2,1165,176,542,555,74,13,1165,14,13,92.9,1,7.1,734,4934,3293,31,19,0,3,3,836,4,Matches,,,,,,
471,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-328,1993,0.5,37,5,17,12,8,1,37,0,0,,0,,14,72,46,0,0,0,2,0,20,2,Matches,,,,,,
472,Adama Traoré,es ESP,"FW,MF",Fulham,29-001,1996,11.2,471,1,46,163,276,61,471,57,29,50.9,20,35.1,325,2704,1504,58,26,24,21,10,370,93,Matches,,,,,,
473,Mark Travers,ie IRL,GK,Bournemouth,25-253,1999,5.0,162,144,159,3,0,0,162,0,0,,0,,85,426,188,0,0,0,0,0,68,0,Matches,,,,,,
474,Ryan Trevitt,eng ENG,MF,Brentford,21-320,2003,0.0,7,1,2,4,1,0,7,0,0,,0,,4,7,2,0,0,0,0,0,4,1,Matches,,,,,,
475,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-129,1990,5.7,588,20,182,252,157,5,588,2,1,50.0,1,50.0,302,1023,560,10,2,3,2,4,384,26,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
476,Leandro Trossard,be BEL,FW,Arsenal,30-053,1994,15.2,683,12,88,203,406,84,683,48,20,41.7,25,52.1,428,2824,1299,50,32,18,26,27,493,119,Matches,,,,,,
477,Kostas Tsimikas,gr GRE,DF,Liverpool,28-259,1996,3.8,339,19,90,150,100,3,339,2,2,100.0,0,0.0,153,694,433,9,4,1,3,2,207,15,Matches,,,,,,
478,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-073,1997,9.9,475,50,200,211,67,6,475,4,2,50.0,2,50.0,213,889,388,4,4,1,6,1,253,3,Matches,,,,,,
479,Destiny Udogie,it ITA,DF,Tottenham,22-059,2002,15.9,1057,42,270,467,330,41,1057,25,10,40.0,12,48.0,575,3156,1789,39,29,8,24,16,636,79,Matches,,,,,,
480,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-290,2001,10.2,603,32,181,336,94,5,603,14,7,50.0,5,35.7,337,1480,630,7,8,0,17,16,376,9,Matches,,,,,,
481,Lesley Ugochukwu,fr FRA,MF,Southampton,20-306,2004,7.4,393,22,79,241,76,9,393,13,10,76.9,3,23.1,214,1247,567,14,7,3,3,6,269,10,Matches,,,,,,
482,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-261,1997,3.8,172,6,14,63,95,26,172,12,1,8.3,10,83.3,91,261,95,4,3,1,17,13,133,22,Matches,,,,,,
483,Virgil van Dijk,nl NED,DF,Liverpool,33-202,1991,22.0,1930,257,771,1057,109,32,1930,4,3,75.0,1,25.0,1108,5276,2860,8,10,1,3,2,1350,4,Matches,,,,,,
484,Jamie Vardy,eng ENG,FW,Leicester City,38-015,1987,18.2,354,18,33,156,168,76,353,16,7,43.8,8,50.0,167,786,363,17,6,10,23,8,235,74,Matches,,,,,,
485,Renato Veiga,pt POR,"DF,MF",Chelsea,21-181,2003,2.0,167,2,61,82,27,3,167,5,3,60.0,2,40.0,85,414,141,4,5,1,1,0,110,3,Matches,,,,,,
486,Joël Veltman,nl NED,DF,Brighton,33-011,1992,16.3,988,55,297,476,224,9,988,15,4,26.7,5,33.3,461,2320,1170,28,21,3,15,7,538,26,Matches,,,,,,
487,Micky van de Ven,nl NED,DF,Tottenham,23-282,2001,8.8,716,79,373,319,32,8,716,6,4,66.7,2,33.3,504,2357,1129,8,10,1,4,4,520,1,Matches,,,,,,
488,Bart Verbruggen,nl NED,GK,Brighton,22-161,2002,21.0,852,694,843,9,0,0,852,2,2,100.0,0,0.0,557,2060,1033,0,1,1,2,0,537,0,Matches,,,,,,
489,Jannik Vestergaard,dk DEN,DF,Leicester City,32-176,1992,12.3,887,163,484,381,26,8,887,4,4,100.0,0,0.0,543,2320,1141,2,3,0,2,0,622,2,Matches,,,,,,
490,Guglielmo Vicario,it ITA,GK,Tottenham,28-111,1996,12.0,487,311,477,10,0,0,487,1,1,100.0,0,0.0,355,1725,929,0,0,0,0,0,322,0,Matches,,,,,,
491,Carlos Vinícius,br BRA,MF,Fulham,29-307,1995,0.0,3,0,0,1,2,2,3,1,1,100.0,0,0.0,3,10,9,1,0,1,0,0,2,1,Matches,,,,,,
492,Kyle Walker,eng ENG,DF,Manchester City,34-243,1990,10.8,892,26,197,473,228,5,892,6,3,50.0,2,33.3,499,2284,1106,12,13,0,9,2,630,11,Matches,,,,,,
493,Kyle Walker-Peters,eng ENG,DF,Southampton,27-288,1997,20.8,1388,105,425,596,376,44,1388,59,22,37.3,28,47.5,864,5424,2977,79,46,20,17,29,997,88,Matches,,,,,,
494,Christian Walton,eng ENG,GK,Ipswich Town,29-078,1995,6.0,242,224,241,1,0,0,242,0,0,,0,,122,572,305,0,0,0,0,0,117,0,Matches,,,,,,
495,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-061,1997,20.0,1233,91,402,536,319,27,1233,64,33,51.6,22,34.4,564,3844,2263,62,37,7,19,13,712,75,Matches,,,,,,
496,Danny Ward,wls WAL,GK,Leicester City,31-218,1993,1.5,55,40,55,0,0,0,55,1,0,0.0,1,100.0,44,176,107,0,0,0,0,0,35,0,Matches,,,,,,
497,James Ward-Prowse,eng ENG,MF,West Ham,30-086,1994,0.2,16,0,3,11,2,0,16,0,0,,0,,6,38,30,1,0,0,0,0,8,0,Matches,,,,,,
498,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-086,1994,4.4,205,13,49,115,45,1,205,0,0,,0,,92,407,170,1,3,0,3,3,115,3,Matches,,,,,,
499,Ollie Watkins,eng ENG,FW,Aston Villa,29-027,1995,17.0,406,9,24,145,242,111,404,31,6,19.4,22,71.0,252,1327,643,30,14,24,33,32,329,100,Matches,,,,,,
500,Adam Webster,eng ENG,DF,Brighton,30-022,1995,1.9,199,17,86,104,9,3,199,2,1,50.0,1,50.0,134,778,457,1,2,0,1,0,145,2,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
501,Danny Welbeck,eng ENG,FW,Brighton,34-061,1990,14.3,445,9,37,207,205,57,445,24,8,33.3,14,58.3,256,1250,528,13,17,4,27,19,329,51,Matches,,,,,,
502,Timo Werner,de GER,"FW,MF",Tottenham,28-326,1996,5.6,294,8,23,78,200,33,294,19,10,52.6,8,42.1,211,1750,1050,42,24,18,14,6,223,87,Matches,,,,,,
503,Adam Wharton,eng ENG,MF,Crystal Palace,20-238,2004,6.9,434,13,96,232,109,6,434,7,1,14.3,6,85.7,225,961,504,6,10,2,5,10,268,6,Matches,,,,,,
504,Ben White,eng ENG,DF,Arsenal,27-110,1997,7.7,419,37,137,191,93,7,419,2,0,0.0,1,50.0,193,672,332,4,7,1,7,3,245,15,Matches,,,,,,
505,Mats Wieffer,nl NED,MF,Brighton,25-071,1999,5.2,411,23,97,247,73,9,411,9,4,44.4,5,55.6,237,1035,433,5,6,0,7,7,270,8,Matches,,,,,,
506,Neco Williams,wls WAL,DF,Nott'ham Forest,23-288,2001,13.8,704,82,277,250,187,18,704,23,8,34.8,10,43.5,305,1836,939,35,16,9,10,9,327,36,Matches,,,,,,
507,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-159,1999,6.6,302,8,40,122,144,28,302,20,8,40.0,9,45.0,195,1140,534,20,15,7,24,16,222,47,Matches,,,,,,
508,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-334,1992,0.7,15,0,0,10,5,3,15,2,0,0.0,1,50.0,12,42,7,0,0,0,1,5,9,3,Matches,,,,,,
509,Harry Wilson,wls WAL,"FW,MF",Fulham,27-310,1997,8.7,415,7,53,144,224,44,415,20,8,40.0,8,40.0,246,1294,574,15,16,8,13,4,282,70,Matches,,,,,,
510,Harry Winks,eng ENG,MF,Leicester City,28-359,1996,14.2,937,40,231,591,128,1,937,8,2,25.0,5,62.5,563,2645,1218,14,10,0,12,6,672,9,Matches,,,,,,
511,Ben Winterburn,eng ENG,MF,Bournemouth,20-144,2004,0.1,2,0,0,1,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,Matches,,,,,,
512,Yoane Wissa,cd COD,FW,Brentford,28-145,1996,16.5,494,15,74,215,217,78,494,25,7,28.0,12,48.0,311,1899,936,35,14,19,38,14,365,83,Matches,,,,,,
513,Chris Wood,nz NZL,FW,Nott'ham Forest,33-050,1991,20.4,476,21,53,234,190,61,474,9,3,33.3,5,55.6,238,905,359,12,7,4,42,12,364,54,Matches,,,,,,
514,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-240,2002,6.4,434,53,209,199,27,2,434,5,3,60.0,1,20.0,243,1105,429,2,6,0,4,1,325,0,Matches,,,,,,
515,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-097,1998,8.2,441,103,263,171,7,2,441,0,0,,0,,236,1167,604,4,3,0,1,0,282,0,Matches,,,,,,
516,Yehor Yarmoliuk,ua UKR,MF,Brentford,20-331,2004,6.9,442,35,134,210,107,11,442,16,9,56.3,5,31.3,227,1353,484,11,11,2,13,11,263,33,Matches,,,,,,
517,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-066,1997,16.2,791,57,203,381,214,31,791,15,7,46.7,5,33.3,333,1530,648,12,14,1,18,17,423,11,Matches,,,,,,
518,Leny Yoro,fr FRA,DF,Manchester Utd,19-074,2005,4.7,322,26,155,152,16,6,322,0,0,,0,,214,860,384,2,1,0,1,0,239,2,Matches,,,,,,
519,Ashley Young,eng ENG,DF,Everton,39-201,1985,16.4,952,47,298,405,254,5,952,11,4,36.4,6,54.5,374,1961,1161,17,24,1,5,1,484,20,Matches,,,,,,
520,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-147,2002,23.0,1337,163,641,663,47,10,1337,7,4,57.1,2,28.6,820,5138,2929,16,12,0,10,3,821,3,Matches,,,,,,
521,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-042,1996,2.7,226,8,52,126,49,9,226,1,1,100.0,0,0.0,126,664,282,5,3,2,2,2,144,6,Matches,,,,,,
522,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-249,2001,9.2,345,8,35,172,140,41,345,18,6,33.3,12,66.7,190,813,274,5,7,3,20,19,251,40,Matches,,,,,,
523,Martin Ødegaard,no NOR,MF,Arsenal,26-040,1998,13.3,829,3,44,349,444,64,828,32,15,46.9,16,50.0,574,3310,1633,39,36,13,18,28,658,76,Matches,,,,,,
