,Standard,Expected,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
398,Rodri,es ESP,MF,Manchester City,28-218,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
399,Guido Rodríguez,ar ARG,MF,West Ham,30-289,1994,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
400,Mads Roerslev,dk DEN,DF,Brentford,25-216,1999,11.2,0,4,2,50.0,0.36,0.18,0.00,0.00,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
401,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-184,2002,19.3,6,36,11,30.6,1.86,0.57,0.17,0.55,17.1,0,0,0,3.7,3.7,0.10,+2.3,+2.3,Matches,,,,
402,Cristian Romero,ar ARG,DF,Tottenham,26-274,1998,10.8,1,11,4,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches,,,,
403,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-281,2002,13.1,4,40,8,20.0,3.06,0.61,0.10,0.50,15.4,0,0,0,3.3,3.3,0.08,+0.7,+0.7,Matches,,,,
404,José Sá,pt POR,GK,Wolves,32-009,1993,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
405,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-143,2001,14.1,5,45,17,37.8,3.19,1.21,0.09,0.24,15.9,0,1,1,4.2,3.4,0.08,+0.8,+0.6,Matches,,,,
406,Mohamed Salah,eg EGY,FW,Liverpool,32-225,1992,21.6,19,81,36,44.4,3.75,1.67,0.17,0.39,14.3,1,5,5,17.3,13.3,0.17,+1.7,+0.7,Matches,,,,
407,William Saliba,fr FRA,DF,Arsenal,23-308,2001,20.3,2,3,2,66.7,0.15,0.10,0.67,1.00,2.5,0,0,0,1.9,1.9,0.63,+0.1,+0.1,Matches,,,,
408,Robert Sánchez,es ESP,GK,Chelsea,27-069,1997,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
409,Jadon Sancho,eng ENG,FW,Chelsea,24-307,2000,11.8,2,15,4,26.7,1.27,0.34,0.13,0.50,14.0,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches,,,,
410,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-055,1997,2.4,0,1,1,100.0,0.42,0.42,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
411,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-260,1992,3.9,1,8,6,75.0,2.06,1.55,0.13,0.17,16.5,0,0,0,2.2,2.2,0.27,-1.2,-1.2,Matches,,,,
412,Jeremy Sarmiento,ec ECU,MF,Brighton,22-224,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
413,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-336,1998,15.9,4,33,20,60.6,2.08,1.26,0.12,0.20,15.3,0,0,0,3.9,3.9,0.12,+0.1,+0.1,Matches,,,,
414,Sávio,br BRA,"FW,MF",Manchester City,20-291,2004,12.0,1,36,14,38.9,3.00,1.17,0.03,0.07,18.3,1,0,0,3.0,3.0,0.08,-2.0,-2.0,Matches,,,,
415,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-045,2005,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
416,Kevin Schade,de GER,FW,Brentford,23-060,2001,11.0,5,24,11,45.8,2.18,1.00,0.21,0.45,11.9,0,0,0,4.1,4.1,0.17,+0.9,+0.9,Matches,,,,
417,Fabian Schär,ch SUI,DF,Newcastle Utd,33-037,1991,17.8,2,19,5,26.3,1.07,0.28,0.11,0.40,19.2,3,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches,,,,
418,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-034,1992,1.1,0,4,2,50.0,3.50,1.75,0.00,0.00,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
419,Alex Scott,eng ENG,MF,Bournemouth,21-158,2003,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
420,Matz Sels,be BEL,GK,Nott'ham Forest,32-335,1992,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
421,Nélson Semedo,pt POR,DF,Wolves,31-071,1993,17.9,0,9,4,44.4,0.50,0.22,0.00,0.00,25.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,,,,
422,Antoine Semenyo,gh GHA,FW,Bournemouth,25-019,2000,21.4,7,85,26,30.6,3.97,1.21,0.08,0.27,16.7,0,0,0,6.9,6.9,0.08,+0.1,+0.1,Matches,,,,
423,Marcos Senesi,ar ARG,DF,Bournemouth,27-261,1997,10.2,0,2,0,0.0,0.20,0.00,0.00,,6.0,0,0,0,0.8,0.8,0.40,-0.8,-0.8,Matches,,,,
424,Ryan Sessegnon,eng ENG,MF,Fulham,24-253,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
425,Luke Shaw,eng ENG,DF,Manchester Utd,29-198,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
426,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-201,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
427,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-169,1994,20.3,2,25,9,36.0,1.23,0.44,0.08,0.22,12.5,0,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches,,,,
428,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-178,1999,7.7,0,13,2,15.4,1.70,0.26,0.00,0.00,14.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,,,,
429,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-268,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-083,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
431,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-223,1999,2.3,1,12,6,50.0,5.19,2.60,0.08,0.17,15.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,,,,
432,Oliver Skipp,eng ENG,MF,Leicester City,24-132,2000,8.4,0,3,1,33.3,0.36,0.12,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
433,William Smallbone,ie IRL,MF,Southampton,24-340,2000,3.2,0,4,0,0.0,1.26,0.00,0.00,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,,,,
434,Adam Smith,eng ENG,DF,Bournemouth,33-272,1991,11.5,0,1,0,0.0,0.09,0.00,0.00,,10.2,0,0,0,0.6,0.6,0.60,-0.6,-0.6,Matches,,,,
435,Emile Smith Rowe,eng ENG,MF,Fulham,24-182,2000,14.2,4,23,5,21.7,1.61,0.35,0.17,0.80,14.9,0,0,0,3.3,3.3,0.14,+0.7,+0.7,Matches,,,,
436,Dominic Solanke,eng ENG,FW,Tottenham,27-134,1997,17.8,7,46,19,41.3,2.59,1.07,0.15,0.37,12.3,0,0,0,8.5,8.5,0.19,-1.5,-1.5,Matches,,,,
437,Carlos Soler,es ESP,"MF,FW",West Ham,28-024,1997,9.3,1,18,5,27.8,1.93,0.54,0.06,0.20,20.2,1,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,,,,
438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-148,1999,2.7,1,10,5,50.0,3.73,1.87,0.10,0.20,18.9,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches,,,,
439,Tomáš Souček,cz CZE,MF,West Ham,29-334,1995,16.9,5,35,9,25.7,2.07,0.53,0.14,0.56,11.5,0,0,0,3.5,3.5,0.10,+1.5,+1.5,Matches,,,,
440,Boubakary Soumaré,fr FRA,MF,Leicester City,25-334,1999,11.3,0,4,0,0.0,0.35,0.00,0.00,,22.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,,,,
441,Djed Spence,eng ENG,DF,Tottenham,24-170,2000,6.6,0,3,0,0.0,0.46,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
442,Jay Stansfield,eng ENG,MF,Fulham,22-063,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
443,Jason Steele,eng ENG,GK,Brighton,34-161,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
444,Jack Stephens,eng ENG,DF,Southampton,30-365,1994,8.8,0,2,0,0.0,0.23,0.00,0.00,,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,,,,
445,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-049,1994,2.4,0,7,0,0.0,2.90,0.00,0.00,,12.6,1,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,,,,
446,Ross Stewart,sct SCO,"FW,MF",Southampton,28-199,1996,1.5,0,2,0,0.0,1.36,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,
447,Jakub Stolarczyk,pl POL,GK,Leicester City,24-038,2000,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
448,John Stones,eng ENG,"DF,MF",Manchester City,30-243,1994,4.1,2,2,2,100.0,0.49,0.49,1.00,1.00,5.1,0,0,0,0.4,0.4,0.22,+1.6,+1.6,Matches,,,,
449,Jørgen Strand Larsen,no NOR,FW,Wolves,24-355,2000,20.4,7,35,23,65.7,1.72,1.13,0.20,0.30,11.8,0,0,0,6.3,6.3,0.18,+0.7,+0.7,Matches,,,,
450,Yukinari Sugawara,jp JPN,DF,Southampton,24-212,2000,12.8,1,9,2,22.2,0.70,0.16,0.11,0.50,19.6,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
451,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-346,2002,3.2,0,6,1,16.7,1.89,0.32,0.00,0.00,16.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,
452,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-088,2001,8.7,1,14,4,28.6,1.60,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches,,,,
453,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-124,1995,10.9,4,21,12,57.1,1.93,1.10,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches,,,,
454,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-093,2000,15.2,3,40,12,30.0,2.63,0.79,0.08,0.25,17.7,1,0,0,5.4,5.4,0.14,-2.4,-2.4,Matches,,,,
455,Matt Targett,eng ENG,DF,Newcastle Utd,29-130,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
456,James Tarkowski,eng ENG,DF,Everton,32-068,1992,21.9,0,10,3,30.0,0.46,0.14,0.00,0.00,8.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,,,,
457,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-310,1999,12.8,1,34,10,29.4,2.66,0.78,0.03,0.10,20.1,3,0,0,4.3,4.3,0.13,-3.3,-3.3,Matches,,,,
458,Charlie Taylor,eng ENG,DF,Southampton,31-130,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
459,Jack Taylor,ie IRL,MF,Ipswich Town,26-217,1998,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,23.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,,,,
460,Kenny Tete,nl NED,DF,Fulham,29-109,1995,14.0,0,18,2,11.1,1.28,0.14,0.00,0.00,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,,,,
461,Thiago,br BRA,FW,Brentford,23-214,2001,1.5,0,1,0,0.0,0.68,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,,,,
462,Luke Thomas,eng ENG,DF,Leicester City,23-230,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
463,Youri Tielemans,be BEL,MF,Aston Villa,27-264,1997,20.7,1,18,4,22.2,0.87,0.19,0.06,0.25,21.9,0,0,1,2.1,1.3,0.07,-1.1,-0.3,Matches,,,,
464,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-235,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
465,Jurriën Timber,nl NED,DF,Arsenal,23-223,2001,18.5,1,11,3,27.3,0.59,0.16,0.09,0.33,16.3,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,,,,
466,Jean-Clair Todibo,fr FRA,DF,West Ham,25-027,1999,9.6,0,2,0,0.0,0.21,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
467,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-160,1995,0.5,0,1,0,0.0,1.91,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
468,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-082,1998,0.1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,,,,
469,Sandro Tonali,it ITA,MF,Newcastle Utd,24-263,2000,15.2,1,21,7,33.3,1.38,0.46,0.05,0.14,17.3,2,0,0,3.1,3.1,0.15,-2.1,-2.1,Matches,,,,
470,Pau Torres,es ESP,DF,Aston Villa,28-010,1997,17.2,0,8,2,25.0,0.46,0.12,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,,,,
471,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-328,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
472,Adama Traoré,es ESP,"FW,MF",Fulham,29-001,1996,11.2,2,26,9,34.6,2.32,0.80,0.08,0.22,14.2,0,0,0,3.3,3.3,0.13,-1.3,-1.3,Matches,,,,
473,Mark Travers,ie IRL,GK,Bournemouth,25-253,1999,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
474,Ryan Trevitt,eng ENG,MF,Brentford,21-320,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
475,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-129,1990,5.7,0,1,0,0.0,0.18,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
476,Leandro Trossard,be BEL,FW,Arsenal,30-053,1994,15.2,4,36,11,30.6,2.37,0.72,0.11,0.36,16.7,0,0,0,3.7,3.7,0.10,+0.3,+0.3,Matches,,,,
477,Kostas Tsimikas,gr GRE,DF,Liverpool,28-259,1996,3.8,0,2,1,50.0,0.52,0.26,0.00,0.00,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
478,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-073,1997,9.9,0,3,0,0.0,0.30,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
479,Destiny Udogie,it ITA,DF,Tottenham,22-059,2002,15.9,0,5,1,20.0,0.31,0.06,0.00,0.00,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,,,,
480,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-290,2001,10.2,0,5,0,0.0,0.49,0.00,0.00,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,,,,
481,Lesley Ugochukwu,fr FRA,MF,Southampton,20-306,2004,7.4,0,4,0,0.0,0.54,0.00,0.00,,21.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,,,,
482,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-261,1997,3.8,2,20,7,35.0,5.22,1.83,0.10,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches,,,,
483,Virgil van Dijk,nl NED,DF,Liverpool,33-202,1991,22.0,1,18,6,33.3,0.82,0.27,0.06,0.17,13.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,,,,
484,Jamie Vardy,eng ENG,FW,Leicester City,38-015,1987,18.2,6,36,13,36.1,1.97,0.71,0.14,0.38,12.0,0,1,1,7.3,6.5,0.18,-1.3,-1.5,Matches,,,,
485,Renato Veiga,pt POR,"DF,MF",Chelsea,21-181,2003,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,,,,
486,Joël Veltman,nl NED,DF,Brighton,33-011,1992,16.3,0,5,0,0.0,0.31,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
487,Micky van de Ven,nl NED,DF,Tottenham,23-282,2001,8.8,0,5,1,20.0,0.57,0.11,0.00,0.00,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,
488,Bart Verbruggen,nl NED,GK,Brighton,22-161,2002,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
489,Jannik Vestergaard,dk DEN,DF,Leicester City,32-176,1992,12.3,0,2,1,50.0,0.16,0.08,0.00,0.00,10.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
490,Guglielmo Vicario,it ITA,GK,Tottenham,28-111,1996,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
491,Carlos Vinícius,br BRA,MF,Fulham,29-307,1995,0.0,0,1,1,100.0,22.50,22.50,0.00,0.00,17.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
492,Kyle Walker,eng ENG,DF,Manchester City,34-243,1990,10.8,0,5,2,40.0,0.46,0.19,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
493,Kyle Walker-Peters,eng ENG,DF,Southampton,27-288,1997,20.8,0,16,5,31.3,0.77,0.24,0.00,0.00,19.5,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,,,,
494,Christian Walton,eng ENG,GK,Ipswich Town,29-078,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
495,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-061,1997,20.0,2,12,3,25.0,0.60,0.15,0.17,0.67,15.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches,,,,
496,Danny Ward,wls WAL,GK,Leicester City,31-218,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
497,James Ward-Prowse,eng ENG,MF,West Ham,30-086,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
498,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-086,1994,4.4,0,2,1,50.0,0.45,0.23,0.00,0.00,29.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
499,Ollie Watkins,eng ENG,FW,Aston Villa,29-027,1995,17.0,10,55,23,41.8,3.23,1.35,0.15,0.35,11.9,0,2,2,11.4,9.8,0.18,-1.4,-1.8,Matches,,,,
500,Adam Webster,eng ENG,DF,Brighton,30-022,1995,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
501,Danny Welbeck,eng ENG,FW,Brighton,34-061,1990,14.3,6,38,13,34.2,2.67,0.91,0.16,0.46,15.9,7,0,0,5.9,5.9,0.15,+0.1,+0.1,Matches,,,,
502,Timo Werner,de GER,"FW,MF",Tottenham,28-326,1996,5.6,0,8,3,37.5,1.42,0.53,0.00,0.00,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches,,,,
503,Adam Wharton,eng ENG,MF,Crystal Palace,20-238,2004,6.9,0,9,5,55.6,1.30,0.72,0.00,0.00,25.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
504,Ben White,eng ENG,DF,Arsenal,27-110,1997,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
505,Mats Wieffer,nl NED,MF,Brighton,25-071,1999,5.2,1,5,2,40.0,0.96,0.38,0.20,0.50,11.0,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,,,,
506,Neco Williams,wls WAL,DF,Nott'ham Forest,23-288,2001,13.8,0,19,5,26.3,1.37,0.36,0.00,0.00,20.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,,,,
507,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-159,1999,6.6,0,12,2,16.7,1.81,0.30,0.00,0.00,17.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,,,,
508,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-334,1992,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
509,Harry Wilson,wls WAL,"FW,MF",Fulham,27-310,1997,8.7,5,28,9,32.1,3.20,1.03,0.18,0.56,17.2,1,0,0,3.2,3.2,0.12,+1.8,+1.8,Matches,,,,
510,Harry Winks,eng ENG,MF,Leicester City,28-359,1996,14.2,0,9,3,33.3,0.63,0.21,0.00,0.00,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,,,,
511,Ben Winterburn,eng ENG,MF,Bournemouth,20-144,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
512,Yoane Wissa,cd COD,FW,Brentford,28-145,1996,16.5,11,44,21,47.7,2.67,1.28,0.25,0.52,14.6,0,0,0,10.2,10.2,0.23,+0.8,+0.8,Matches,,,,
513,Chris Wood,nz NZL,FW,Nott'ham Forest,33-050,1991,20.4,14,39,21,53.8,1.91,1.03,0.31,0.57,14.2,0,2,2,8.1,6.5,0.17,+5.9,+5.5,Matches,,,,
514,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-240,2002,6.4,0,2,0,0.0,0.31,0.00,0.00,,5.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,,,,
515,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-097,1998,8.2,0,1,0,0.0,0.12,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
516,Yehor Yarmoliuk,ua UKR,MF,Brentford,20-331,2004,6.9,0,8,1,12.5,1.17,0.15,0.00,0.00,17.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,,,,
517,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-066,1997,16.2,1,24,7,29.2,1.48,0.43,0.04,0.14,18.6,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches,,,,
518,Leny Yoro,fr FRA,DF,Manchester Utd,19-074,2005,4.7,0,4,1,25.0,0.85,0.21,0.00,0.00,8.0,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches,,,,
519,Ashley Young,eng ENG,DF,Everton,39-201,1985,16.4,1,5,3,60.0,0.31,0.18,0.20,0.33,26.9,3,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,,,,
520,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-147,2002,23.0,0,7,0,0.0,0.30,0.00,0.00,,9.2,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,,,,
521,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-042,1996,2.7,0,1,0,0.0,0.37,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,
522,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-249,2001,9.2,3,19,8,42.1,2.06,0.87,0.16,0.38,13.3,0,0,0,3.3,3.3,0.17,-0.3,-0.3,Matches,,,,
523,Martin Ødegaard,no NOR,MF,Arsenal,26-040,1998,13.3,1,21,6,28.6,1.58,0.45,0.00,0.00,17.7,1,1,1,2.9,2.2,0.10,-1.9,-2.2,Matches,,,,
