,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
157,Evan Ferguson,ie IRL,FW,Brighton,20-099,2004,2.5,4,1.59,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
158,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,30-140,1994,19.4,101,5.21,74,15,3,3,5,1,8,0.41,7,1,0,0,0,0,Matches,,,,,,
159,Mateus Fernandes,pt POR,MF,Southampton,20-200,2004,18.3,45,2.46,26,10,3,4,1,1,4,0.22,2,1,0,0,0,1,Matches,,,,,,
160,Enzo Fernández,ar ARG,MF,Chelsea,24-009,2001,17.8,83,4.67,65,9,1,2,1,5,11,0.62,9,2,0,0,0,0,Matches,,,,,,
161,Mark Flekken,nl NED,GK,Brentford,31-227,1993,21.4,4,0.19,1,3,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches,,,,,,
162,Phil Foden,eng ENG,"MF,FW",Manchester City,24-243,2000,14.4,68,4.73,44,15,2,5,2,0,7,0.49,3,1,0,3,0,0,Matches,,,,,,
163,Wesley Fofana,fr FRA,DF,Chelsea,24-040,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
164,Carlos Forbs,pt POR,"MF,FW",Wolves,20-313,2004,2.6,5,1.91,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,Matches,,,,,,
165,Fraser Forster,eng ENG,GK,Tottenham,36-315,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
166,Ryan Fraser,sct SCO,"FW,DF",Southampton,30-337,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
167,Niclas Füllkrug,de GER,FW,West Ham,31-352,1993,4.1,11,2.67,10,0,0,1,0,0,1,0.24,0,0,0,1,0,0,Matches,,,,,,
168,Cody Gakpo,nl NED,FW,Liverpool,25-264,1999,13.7,55,4.02,43,0,5,4,2,1,5,0.37,3,0,2,0,0,0,Matches,,,,,,
169,Idrissa Gana Gueye,sn SEN,MF,Everton,35-122,1989,18.5,33,1.78,28,0,0,2,2,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
170,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,20-209,2004,12.8,38,2.97,29,1,3,3,2,0,2,0.16,1,0,0,1,0,0,Matches,,,,,,
171,James Garner,eng ENG,"DF,MF",Everton,23-319,2001,3.0,5,1.69,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
172,Tyrique George,eng ENG,FW,Chelsea,18-357,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
173,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-365,2000,16.7,65,3.90,56,0,2,4,3,0,9,0.54,8,0,0,1,0,0,Matches,,,,,,
174,Billy Gilmour,sct SCO,MF,Brighton,23-229,2001,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
175,Ben Godfrey,eng ENG,DF,Ipswich Town,27-011,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
176,Martial Godo,eng ENG,FW,Fulham,21-318,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
177,João Gomes,br BRA,MF,Wolves,23-349,2001,20.6,35,1.70,31,1,2,0,0,1,2,0.10,2,0,0,0,0,0,Matches,,,,,,
178,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-203,2003,6.1,14,2.29,12,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
179,Toti Gomes,pt POR,DF,Wolves,26-010,1999,14.0,9,0.64,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,,,,,,
180,Diego Gómez,py PAR,MF,Brighton,21-305,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
181,Joe Gomez,eng ENG,DF,Liverpool,27-248,1997,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,,,,,,
182,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-337,2001,19.6,87,4.44,63,9,7,3,5,0,11,0.56,8,1,1,0,1,0,Matches,,,,,,
183,Ryan Gravenberch,nl NED,MF,Liverpool,22-255,2002,21.1,44,2.09,39,0,2,2,0,1,6,0.29,6,0,0,0,0,0,Matches,,,,,,
184,Archie Gray,eng ENG,DF,Tottenham,18-320,2006,8.7,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
185,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-138,1995,6.8,40,5.91,35,1,3,0,0,1,2,0.30,1,0,0,0,0,1,Matches,,,,,,
186,Jacob Greaves,eng ENG,DF,Ipswich Town,24-136,2000,13.0,3,0.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
187,Brajan Gruda,de GER,"FW,MF",Brighton,20-240,2004,4.1,16,3.91,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
188,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-058,1996,6.9,19,2.74,17,0,1,0,1,0,7,1.01,6,0,1,0,0,0,Matches,,,,,,
189,Marc Guéhi,eng ENG,DF,Crystal Palace,24-197,2000,21.0,19,0.90,15,0,0,3,1,0,2,0.10,2,0,0,0,0,0,Matches,,,,,,
190,Luis Guilherme,br BRA,"MF,FW",West Ham,18-352,2006,0.6,4,7.20,1,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
191,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-071,1997,22.2,83,3.74,75,1,2,0,3,2,14,0.63,13,1,0,0,0,0,Matches,,,,,,
192,Marc Guiu,es ESP,FW,Chelsea,19-022,2006,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
193,İlkay Gündoğan,de GER,MF,Manchester City,34-094,1990,14.9,46,3.08,39,3,3,1,0,0,4,0.27,4,0,0,0,0,0,Matches,,,,,,
194,Malo Gusto,fr FRA,DF,Chelsea,21-252,2003,14.1,33,2.33,32,0,0,1,0,0,3,0.21,3,0,0,0,0,0,Matches,,,,,,
195,Joško Gvardiol,hr CRO,DF,Manchester City,23-003,2002,21.5,50,2.33,47,0,2,1,0,0,5,0.23,4,0,1,0,0,0,Matches,,,,,,
196,Erling Haaland,no NOR,FW,Manchester City,24-189,2000,22.6,56,2.48,37,0,8,10,1,0,6,0.27,3,0,2,1,0,0,Matches,,,,,,
197,Lewis Hall,eng ENG,DF,Newcastle Utd,20-140,2004,20.4,54,2.65,39,14,0,0,1,0,4,0.20,3,1,0,0,0,0,Matches,,,,,,
198,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-331,2002,1.5,8,5.37,4,0,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
199,Marcus Harness,eng ENG,MF,Ipswich Town,28-337,1996,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
200,Jack Harrison,eng ENG,FW,Everton,28-067,1996,11.1,23,2.07,17,2,1,1,2,0,2,0.18,1,0,0,0,1,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
201,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22-362,2002,20.6,28,1.36,23,0,0,3,1,1,2,0.10,1,0,0,1,0,0,Matches,,,,,,
202,Kai Havertz,de GER,"FW,MF",Arsenal,25-229,1999,19.4,40,2.06,33,0,1,6,0,0,2,0.10,1,0,0,1,0,0,Matches,,,,,,
203,Jan Paul van Hecke,nl NED,DF,Brighton,24-232,2000,19.9,41,2.06,37,1,0,3,0,0,3,0.15,3,0,0,0,0,0,Matches,,,,,,
204,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-000,1996,6.8,9,1.33,8,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches,,,,,,
205,Dean Henderson,eng ENG,GK,Crystal Palace,27-320,1997,22.0,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
206,Rico Henry,eng ENG,DF,Brentford,27-202,1997,0.0,1,22.50,1,0,0,0,0,0,1,22.50,1,0,0,0,0,0,Matches,,,,,,
207,Mads Hermansen,dk DEN,GK,Leicester City,24-199,2000,15.5,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
208,Son Heung-min,kr KOR,FW,Tottenham,32-202,1992,15.6,75,4.81,60,4,8,1,2,0,10,0.64,10,0,0,0,0,0,Matches,,,,,,
209,James Hill,eng ENG,"DF,MF",Bournemouth,23-016,2002,2.0,6,3.03,3,2,0,0,0,1,1,0.51,1,0,0,0,0,0,Matches,,,,,,
210,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19-290,2005,9.5,20,2.11,14,4,0,1,1,0,2,0.21,2,0,0,0,0,0,Matches,,,,,,
211,George Hirst,eng ENG,FW,Ipswich Town,25-346,1999,2.4,6,2.49,5,0,0,1,0,0,2,0.83,1,0,0,1,0,0,Matches,,,,,,
212,Mason Holgate,eng ENG,"FW,DF",Everton,28-096,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
213,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-080,2000,16.9,73,4.31,55,3,9,3,3,0,10,0.59,6,0,2,0,2,0,Matches,,,,,,
214,Will Hughes,eng ENG,MF,Crystal Palace,29-284,1995,13.8,48,3.48,31,12,1,2,2,0,6,0.44,2,3,0,1,0,0,Matches,,,,,,
215,Dean Huijsen,es ESP,DF,Bournemouth,19-287,2005,12.8,25,1.95,22,1,0,1,1,0,2,0.16,2,0,0,0,0,0,Matches,,,,,,
216,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-088,2003,19.7,49,2.48,34,0,8,3,2,2,4,0.20,4,0,0,0,0,0,Matches,,,,,,
217,Rasmus Højlund,dk DEN,FW,Manchester Utd,21-357,2003,11.5,21,1.83,14,0,2,2,3,0,1,0.09,0,0,0,0,1,0,Matches,,,,,,
218,Igor,br BRA,DF,Brighton,26-354,1998,10.0,11,1.10,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
219,Danny Ings,eng ENG,FW,West Ham,32-187,1992,2.7,11,4.01,6,0,1,3,1,0,2,0.73,0,0,0,1,1,0,Matches,,,,,,
220,Tim Iroegbunam,eng ENG,MF,Everton,21-210,2003,4.3,9,2.11,5,0,1,0,1,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
221,Andy Irving,sct SCO,MF,West Ham,24-258,2000,1.0,3,3.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
222,Alexander Isak,se SWE,FW,Newcastle Utd,25-127,1999,19.0,72,3.79,54,1,8,5,2,2,11,0.58,8,0,1,0,1,1,Matches,,,,,,
223,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-268,1996,20.5,93,4.53,79,0,7,5,2,0,12,0.58,10,0,2,0,0,0,Matches,,,,,,
224,Nicolas Jackson,sn SEN,FW,Chelsea,23-220,2001,18.7,58,3.10,34,0,9,7,7,1,10,0.53,7,0,2,1,0,0,Matches,,,,,,
225,Reece James,eng ENG,DF,Chelsea,25-049,1999,4.7,7,1.49,4,2,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
226,Vitaly Janelt,de GER,MF,Brentford,26-261,1998,17.4,21,1.21,20,1,0,0,0,0,3,0.17,3,0,0,0,0,0,Matches,,,,,,
227,Vitezslav Jaros,cz CZE,GK,Liverpool,23-187,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
228,Daniel Jebbison,eng ENG,"FW,MF",Bournemouth,21-166,2003,0.5,5,9.37,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
229,Mathias Jensen,dk DEN,MF,Brentford,29-025,1996,7.1,28,3.93,19,8,1,0,0,0,3,0.42,1,1,1,0,0,0,Matches,,,,,,
230,Gabriel Jesus,br BRA,FW,Arsenal,27-298,1997,6.8,18,2.66,10,0,1,5,1,1,4,0.59,1,0,0,3,0,0,Matches,,,,,,
231,Raúl Jiménez,mx MEX,FW,Fulham,33-266,1991,15.4,33,2.14,22,1,0,5,4,1,5,0.32,3,0,0,0,1,1,Matches,,,,,,
232,Kim Jisoo,kr KOR,DF,Brentford,20-033,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
233,João Pedro,br BRA,"FW,MF",Brighton,23-122,2001,14.4,40,2.78,30,0,2,2,6,0,6,0.42,5,0,0,0,1,0,Matches,,,,,,
234,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-165,1996,20.6,44,2.14,35,2,0,4,0,3,5,0.24,5,0,0,0,0,0,Matches,,,,,,
235,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-002,2000,9.2,14,1.52,7,4,0,1,2,0,3,0.33,2,0,0,1,0,0,Matches,,,,,,
236,Brennan Johnson,wls WAL,FW,Tottenham,23-248,2001,16.6,36,2.17,25,0,5,4,1,1,6,0.36,5,0,1,0,0,0,Matches,,,,,,
237,Sam Johnstone,eng ENG,GK,Wolves,31-307,1993,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
238,Curtis Jones,eng ENG,MF,Liverpool,23-362,2001,10.0,22,2.21,21,0,0,0,1,0,4,0.40,3,0,0,0,1,0,Matches,,,,,,
239,Jorginho,it ITA,MF,Arsenal,33-037,1991,5.1,7,1.37,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
240,Diogo Jota,pt POR,FW,Liverpool,28-053,1996,7.0,20,2.87,11,0,4,3,1,1,4,0.57,2,0,1,0,1,0,Matches,,,,,,
241,James Justin,eng ENG,DF,Leicester City,26-338,1998,20.1,24,1.19,15,2,0,3,4,0,1,0.05,1,0,0,0,0,0,Matches,,,,,,
242,Filip Jørgensen,dk DEN,GK,Chelsea,22-285,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
243,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-111,1999,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,Matches,,,,,,
244,Daichi Kamada,jp JPN,MF,Crystal Palace,28-174,1996,9.6,32,3.33,26,3,0,1,0,2,1,0.10,0,1,0,0,0,0,Matches,,,,,,
245,Boubacar Kamara,fr FRA,MF,Aston Villa,25-064,1999,9.5,15,1.58,12,0,1,0,0,2,2,0.21,2,0,0,0,0,0,Matches,,,,,,
246,Michael Keane,eng ENG,DF,Everton,32-015,1993,9.0,6,0.66,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
247,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-064,1998,8.0,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,,,,,,
248,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-112,1998,3.3,2,0.60,2,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches,,,,,,
249,Milos Kerkez,hu HUN,DF,Bournemouth,21-080,2003,22.2,53,2.39,45,3,1,1,1,2,6,0.27,5,0,1,0,0,0,Matches,,,,,,
250,Bilal El Khannouss,ma MAR,MF,Leicester City,20-261,2004,10.3,25,2.43,21,2,2,0,0,0,2,0.19,2,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
251,Abdukodir Khusanov,uz UZB,DF,Manchester City,20-332,2004,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
252,Max Kilman,eng ENG,DF,West Ham,27-248,1997,21.2,17,0.80,15,0,2,0,0,0,3,0.14,2,0,1,0,0,0,Matches,,,,,,
253,Joshua King,eng ENG,"MF,FW",Fulham,18-023,2007,0.9,4,4.50,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
254,Antonín Kinský,cz CZE,GK,Tottenham,21-319,2003,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
255,Jakub Kiwior,pl POL,DF,Arsenal,24-346,2000,3.6,1,0.28,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
256,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-266,1999,16.0,58,3.62,49,1,3,2,2,1,9,0.56,8,0,0,0,1,0,Matches,,,,,,
257,Ibrahima Konaté,fr FRA,DF,Liverpool,25-246,1999,14.5,18,1.24,16,0,0,2,0,0,4,0.28,4,0,0,0,0,0,Matches,,,,,,
258,Ezri Konsa,eng ENG,DF,Aston Villa,27-095,1997,19.1,14,0.73,10,2,1,1,0,0,3,0.16,3,0,0,0,0,0,Matches,,,,,,
259,Mateo Kovačić,hr CRO,MF,Manchester City,30-265,1994,16.2,51,3.15,41,0,3,4,2,1,5,0.31,3,0,1,1,0,0,Matches,,,,,,
260,Caleb Kporha,eng ENG,DF,Crystal Palace,18-195,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
261,Emil Krafth,se SWE,DF,Newcastle Utd,30-177,1994,2.7,3,1.12,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
262,Mohammed Kudus,gh GHA,"MF,FW",West Ham,24-177,2000,15.4,63,4.10,44,0,10,6,1,2,1,0.07,1,0,0,0,0,0,Matches,,,,,,
263,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-276,2000,19.7,112,5.69,84,12,12,1,3,0,9,0.46,7,1,1,0,0,0,Matches,,,,,,
264,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-295,2000,19.0,18,0.95,16,1,0,1,0,0,3,0.16,2,1,0,0,0,0,Matches,,,,,,
265,Adam Lallana,eng ENG,MF,Southampton,36-261,1988,3.7,8,2.18,7,0,0,0,1,0,2,0.55,2,0,0,0,0,0,Matches,,,,,,
266,Tariq Lamptey,gh GHA,DF,Brighton,24-118,2000,4.8,10,2.09,10,0,0,0,0,0,2,0.42,2,0,0,0,0,0,Matches,,,,,,
267,Will Lankshear,eng ENG,FW,Tottenham,19-281,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
268,Roméo Lavia,be BEL,MF,Chelsea,21-020,2004,5.9,11,1.86,11,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches,,,,,,
269,Mario Lemina,ga GAB,"MF,DF",Wolves,31-147,1993,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0,Matches,,,,,,
270,Bernd Leno,de GER,GK,Fulham,32-328,1992,22.0,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,,,,,,
271,Jefferson Lerma,co COL,MF,Crystal Palace,30-093,1994,12.4,22,1.78,19,2,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches,,,,,,
272,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-066,2004,15.6,26,1.67,25,0,0,0,1,0,2,0.13,2,0,0,0,0,0,Matches,,,,,,
273,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-339,2001,19.3,40,2.07,29,0,4,2,4,1,6,0.31,5,0,0,0,1,0,Matches,,,,,,
274,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-122,2006,5.1,5,0.97,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
275,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-167,1999,16.5,9,0.55,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
276,Pedro Lima,br BRA,DF,Wolves,18-209,2006,0.6,3,4.66,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
277,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-193,1994,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
278,Jesper Lindstrøm,dk DEN,FW,Everton,24-332,2000,8.9,36,4.07,23,7,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
279,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-075,2002,17.6,20,1.14,19,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
280,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-088,1997,8.0,14,1.75,12,0,1,1,0,0,2,0.25,1,0,0,1,0,0,Matches,,,,,,
281,Saša Lukić,rs SRB,MF,Fulham,28-166,1996,14.8,27,1.83,19,3,0,3,1,1,2,0.14,1,0,0,1,0,0,Matches,,,,,,
282,Joe Lumley,eng ENG,GK,Southampton,29-346,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
283,Massimo Luongo,au AUS,MF,Ipswich Town,32-123,1992,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
284,Ian Maatsen,nl NED,DF,Aston Villa,22-322,2002,4.0,24,6.02,17,2,2,2,0,1,5,1.25,5,0,0,0,0,0,Matches,,,,,,
285,Alexis Mac Allister,ar ARG,MF,Liverpool,26-033,1998,17.4,77,4.41,61,7,2,4,1,2,8,0.46,7,0,0,1,0,0,Matches,,,,,,
286,James Maddison,eng ENG,MF,Tottenham,28-064,1996,14.4,64,4.44,45,7,4,3,5,0,13,0.90,9,1,2,1,0,0,Matches,,,,,,
287,Noni Madueke,eng ENG,FW,Chelsea,22-322,2002,15.3,54,3.54,37,0,8,5,3,1,8,0.52,5,0,0,1,1,1,Matches,,,,,,
288,Gabriel Magalhães,br BRA,DF,Arsenal,27-038,1997,20.1,25,1.24,21,0,0,3,1,0,4,0.20,2,0,0,1,1,0,Matches,,,,,,
289,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-263,2001,0.9,2,2.31,2,0,0,0,0,0,1,1.15,1,0,0,0,0,0,Matches,,,,,,
290,Harry Maguire,eng ENG,DF,Manchester Utd,31-327,1993,10.1,10,0.99,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
291,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-282,2005,13.4,24,1.79,20,0,3,0,1,0,1,0.07,1,0,0,0,0,0,Matches,,,,,,
292,Tyrell Malacia,nl NED,DF,Manchester Utd,25-162,1999,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
293,Orel Mangala,be BEL,MF,Everton,26-314,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches,,,,,,
294,Ryan Manning,ie IRL,DF,Southampton,28-226,1996,8.5,24,2.83,14,9,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
295,Solly March,eng ENG,"MF,DF",Brighton,30-190,1994,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0,Matches,,,,,,
296,Omar Marmoush,eg EGY,FW,Manchester City,25-354,1999,0.8,4,4.93,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
297,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-222,2001,15.2,38,2.50,31,1,4,1,1,0,2,0.13,2,0,0,0,0,0,Matches,,,,,,
298,Emiliano Martínez,ar ARG,GK,Aston Villa,32-146,1992,21.5,3,0.14,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
299,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-008,1998,17.6,24,1.37,22,0,0,1,0,1,2,0.11,2,0,0,0,0,0,Matches,,,,,,
300,Pape Matar Sarr,sn SEN,MF,Tottenham,22-134,2002,13.1,26,1.98,21,1,1,2,0,1,5,0.38,3,0,1,1,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
301,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-212,1997,18.7,39,2.09,25,0,2,9,3,0,6,0.32,2,0,2,2,0,0,Matches,,,,,,
302,Stephy Mavididi,eng ENG,FW,Leicester City,26-240,1998,14.2,42,2.96,34,2,4,2,0,0,7,0.49,6,0,1,0,0,0,Matches,,,,,,
303,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-046,1997,15.4,12,0.78,9,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
304,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-073,1997,18.7,27,1.44,24,0,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
305,Bryan Mbeumo,cm CMR,FW,Brentford,25-172,1999,21.9,86,3.92,64,12,7,1,2,0,10,0.46,8,0,2,0,0,0,Matches,,,,,,
306,James Mcatee,eng ENG,"MF,FW",Manchester City,22-100,2002,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
307,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-065,2001,4.3,12,2.80,11,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches,,,,,,
308,Alex McCarthy,eng ENG,GK,Southampton,35-054,1989,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
309,John McGinn,sct SCO,"FW,MF",Aston Villa,30-100,1994,13.9,44,3.16,34,4,0,3,2,1,4,0.29,4,0,0,0,0,0,Matches,,,,,,
310,Dwight McNeil,eng ENG,"MF,FW",Everton,25-065,1999,12.7,60,4.74,33,18,4,2,2,1,6,0.47,3,1,1,0,0,1,Matches,,,,,,
311,Scott McTominay,sct SCO,MF,Manchester Utd,28-049,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
312,Ben Mee,eng ENG,DF,Brentford,35-127,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
313,Jayden Meghoma,eng ENG,DF,Brentford,18-212,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
