,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
314,Scott McTominay,sct SCO,MF,Manchester Utd,28-053,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
315,Ben Mee,eng ENG,DF,Brentford,35-131,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
316,Jayden Meghoma,eng ENG,DF,Brentford,18-216,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
317,Mikel Merino,es ESP,MF,Arsenal,28-222,1996,8.4,23,2.72,19,0,0,3,1,0,3,0.36,3,0,0,0,0,0,Matches,,,,,,
318,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-110,1997,22.0,12,0.55,8,0,0,3,0,1,2,0.09,2,0,0,0,0,0,Matches,,,,,,
319,Lewis Miley,eng ENG,MF,Newcastle Utd,18-274,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
320,James Milner,eng ENG,MF,Brighton,39-026,1986,1.9,8,4.26,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
321,Tyrone Mings,eng ENG,DF,Aston Villa,31-323,1993,5.2,9,1.73,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
322,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-192,2004,8.3,26,3.13,13,5,6,1,1,0,5,0.60,2,0,2,1,0,0,Matches,,,,,,
323,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-151,1999,22.3,49,2.20,45,1,0,2,1,0,4,0.18,4,0,0,0,0,0,Matches,,,,,,
324,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-255,1997,20.5,71,3.46,59,0,4,3,4,1,8,0.39,7,0,0,0,1,0,Matches,,,,,,
325,Jakub Moder,pl POL,MF,Brighton,25-298,1999,0.1,4,32.73,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
326,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-172,2007,1.6,8,5.14,4,2,0,1,1,0,2,1.29,1,0,0,1,0,0,Matches,,,,,,
327,Morato,br BRA,DF,Nott'ham Forest,23-214,2001,4.9,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
328,Álex Moreno,es ESP,DF,Nott'ham Forest,31-236,1993,9.0,11,1.22,10,1,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches,,,,,,
329,Sam Morsy,eg EGY,MF,Ipswich Town,33-142,1991,20.1,28,1.39,25,3,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,,,,,,
330,Yerson Mosquera,co COL,DF,Wolves,23-273,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
331,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-020,1999,2.7,8,2.91,5,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
332,Divin Mubama,eng ENG,FW,Manchester City,20-097,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
333,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-025,2001,1.7,6,3.60,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
334,Rodrigo Muniz,br BRA,FW,Fulham,23-271,2001,7.3,9,1.24,6,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
335,Daniel Muñoz,co COL,DF,Crystal Palace,28-249,1996,21.0,52,2.47,40,2,1,5,1,3,4,0.19,3,0,0,1,0,0,Matches,,,,,,
336,Arijanet Muric,xk KVX,GK,Ipswich Town,26-084,1998,17.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
337,Murillo,br BRA,DF,Nott'ham Forest,22-210,2002,21.7,27,1.24,17,5,0,2,1,2,1,0.05,1,0,0,0,0,0,Matches,,,,,,
338,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-341,1995,13.9,48,3.45,38,4,1,1,2,2,9,0.65,9,0,0,0,0,0,Matches,,,,,,
339,Vitaliy Mykolenko,ua UKR,DF,Everton,25-246,1999,19.3,22,1.14,21,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches,,,,,,
340,Iliman Ndiaye,sn SEN,FW,Everton,24-330,2000,19.6,49,2.50,38,0,6,0,5,0,4,0.20,3,0,1,0,0,0,Matches,,,,,,
341,Wilfred Ndidi,ng NGA,MF,Leicester City,28-045,1996,13.5,16,1.19,14,0,1,1,0,0,3,0.22,3,0,0,0,0,0,Matches,,,,,,
342,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-045,2005,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
343,Reiss Nelson,eng ENG,FW,Arsenal,25-051,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
344,Reiss Nelson,eng ENG,FW,Fulham,25-051,1999,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,Matches,,,,,,
345,Neto,br BRA,GK,Bournemouth,35-195,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
346,Pedro Neto,pt POR,FW,Chelsea,24-327,2000,12.1,43,3.55,32,2,5,2,2,0,5,0.41,3,0,2,0,0,0,Matches,,,,,,
347,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-245,1999,7.0,20,2.87,12,0,3,1,4,0,2,0.29,1,0,0,0,1,0,Matches,,,,,,
348,Christopher Nkunku,fr FRA,FW,Chelsea,27-077,1997,4.8,19,3.95,13,0,4,2,0,0,2,0.42,0,0,1,1,0,0,Matches,,,,,,
349,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-156,1998,8.9,30,3.38,23,1,2,2,2,0,5,0.56,3,0,1,1,0,0,Matches,,,,,,
350,Darwin Núñez,uy URU,FW,Liverpool,25-220,1999,8.9,20,2.23,12,0,4,1,1,2,3,0.33,3,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
351,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-315,2007,3.2,7,2.21,4,1,1,1,0,0,1,0.32,1,0,0,0,0,0,Matches,,,,,,
352,Christian Nørgaard,dk DEN,MF,Brentford,30-326,1994,17.9,29,1.62,23,0,0,3,2,1,7,0.39,6,0,0,0,1,0,Matches,,,,,,
353,Jake O'Brien,ie IRL,DF,Everton,23-260,2001,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
354,Matt O'Riley,dk DEN,MF,Brighton,24-070,2000,4.7,21,4.48,14,4,0,2,0,1,2,0.43,2,0,0,0,0,0,Matches,,,,,,
355,Dara O'Shea,ie IRL,DF,Ipswich Town,25-332,1999,19.7,12,0.61,10,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
356,Wilson Odobert,fr FRA,FW,Tottenham,20-063,2004,1.8,4,2.24,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
357,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-274,1997,2.6,3,1.13,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
358,Caleb Okoli,it ITA,DF,Leicester City,23-201,2001,8.9,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
359,Robin Olsen,se SWE,GK,Aston Villa,35-022,1990,0.5,1,2.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
360,Amadou Onana,be BEL,MF,Aston Villa,23-167,2001,11.5,15,1.30,10,1,0,4,0,0,2,0.17,1,0,0,1,0,0,Matches,,,,,,
361,André Onana,cm CMR,GK,Manchester Utd,28-303,1996,23.0,4,0.17,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
362,Paul Onuachu,ng NGA,FW,Southampton,30-247,1994,5.0,6,1.19,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
363,Frank Onyeka,ng NGA,MF,Brentford,27-029,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
364,Lewis Orford,eng ENG,MF,West Ham,18-347,2006,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
365,Stefan Ortega,de GER,GK,Manchester City,32-085,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
366,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-179,2003,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
367,Dango Ouattara,bf BFA,FW,Bournemouth,22-354,2002,12.8,41,3.21,34,0,1,5,0,1,6,0.47,4,0,1,1,0,0,Matches,,,,,,
368,Nico O’Reilly,eng ENG,MF,Manchester City,19-315,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
369,Cole Palmer,eng ENG,MF,Chelsea,22-269,2002,22.3,130,5.82,85,17,9,11,6,2,11,0.49,7,0,2,1,1,0,Matches,,,,,,
370,Emerson Palmieri,it ITA,DF,West Ham,30-180,1994,17.3,31,1.79,18,10,0,2,1,0,1,0.06,0,1,0,0,0,0,Matches,,,,,,
371,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-156,1997,17.9,54,3.02,44,2,1,3,4,0,5,0.28,2,0,0,2,1,0,Matches,,,,,,
372,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-231,1993,19.6,35,1.79,28,2,0,2,1,2,11,0.56,6,2,0,1,1,1,Matches,,,,,,
373,Nathan Patterson,sct SCO,"DF,FW",Everton,23-106,2001,1.4,6,4.29,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
374,Andreas Pereira,br BRA,MF,Fulham,29-029,1996,13.9,71,5.10,39,28,0,2,2,0,3,0.22,1,1,0,0,1,0,Matches,,,,,,
375,Ricardo Pereira,pt POR,DF,Leicester City,31-116,1993,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
376,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-059,1995,9.6,12,1.26,10,1,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches,,,,,,
377,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-357,2002,3.7,5,1.36,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
378,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-357,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
379,Jordan Pickford,eng ENG,GK,Everton,30-329,1994,22.0,5,0.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
380,Ethan Pinnock,jm JAM,DF,Brentford,31-246,1993,16.0,19,1.19,12,4,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
381,Daniel Podence,pt POR,"MF,FW",Wolves,29-101,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
382,Alfie Pond,eng ENG,DF,Wolves,20-335,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
383,Nick Pope,eng ENG,GK,Newcastle Utd,32-286,1992,15.0,3,0.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
384,Pedro Porro,es ESP,DF,Tottenham,25-139,1999,21.1,74,3.51,52,11,3,5,3,0,7,0.33,3,3,1,0,0,0,Matches,,,,,,
385,Jarell Quansah,eng ENG,DF,Liverpool,22-001,2003,2.5,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
386,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-109,2001,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
387,Aaron Ramsdale,eng ENG,GK,Southampton,26-261,1998,15.0,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
388,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-247,2001,10.6,36,3.39,26,0,4,1,5,0,5,0.47,5,0,0,0,0,0,Matches,,,,,,
389,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-091,1997,10.9,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0,Matches,,,,,,
390,David Raya,es ESP,GK,Arsenal,29-137,1995,23.0,3,0.13,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
391,Harrison Reed,eng ENG,MF,Fulham,30-003,1995,0.7,1,1.48,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
392,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-330,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
393,Sergio Reguilón,es ESP,DF,Tottenham,28-045,1996,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
394,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-363,1993,4.1,9,2.20,5,0,0,2,2,0,3,0.73,1,0,0,1,1,0,Matches,,,,,,
395,Chadi Riad,ma MAR,DF,Crystal Palace,21-227,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
396,Declan Rice,eng ENG,MF,Arsenal,26-016,1999,18.3,64,3.49,33,21,3,2,5,0,4,0.22,1,2,0,1,0,0,Matches,,,,,,
397,Chris Richards,us USA,DF,Crystal Palace,24-308,2000,9.9,3,0.30,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
398,Richarlison,br BRA,FW,Tottenham,27-265,1997,2.2,6,2.67,4,0,0,1,1,0,1,0.45,1,0,0,0,0,0,Matches,,,,,,
399,Andrew Robertson,sct SCO,DF,Liverpool,30-325,1994,17.3,55,3.17,45,9,0,0,0,1,2,0.12,2,0,0,0,0,0,Matches,,,,,,
400,Antonee Robinson,us USA,DF,Fulham,27-175,1997,23.0,62,2.70,58,1,1,1,0,1,10,0.43,10,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
401,Rodri,es ESP,MF,Manchester City,28-222,1996,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
402,Guido Rodríguez,ar ARG,MF,West Ham,30-293,1994,11.3,10,0.88,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
403,Mads Roerslev,dk DEN,DF,Brentford,25-220,1999,12.2,21,1.72,18,0,1,1,1,0,2,0.16,2,0,0,0,0,0,Matches,,,,,,
404,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-188,2002,20.1,65,3.23,48,0,7,7,3,0,9,0.45,7,0,1,0,1,0,Matches,,,,,,
405,Cristian Romero,ar ARG,DF,Tottenham,26-278,1998,10.8,16,1.48,13,0,0,3,0,0,2,0.18,2,0,0,0,0,0,Matches,,,,,,
406,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-285,2002,13.1,44,3.36,25,0,4,7,6,2,4,0.31,2,0,1,1,0,0,Matches,,,,,,
407,José Sá,pt POR,GK,Wolves,32-013,1993,16.0,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
408,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-147,2001,14.1,89,6.32,52,17,9,8,3,0,21,1.49,12,5,2,1,1,0,Matches,,,,,,
409,Mohamed Salah,eg EGY,FW,Liverpool,32-229,1992,21.6,103,4.77,71,1,15,10,4,2,16,0.74,13,0,2,1,0,0,Matches,,,,,,
410,William Saliba,fr FRA,DF,Arsenal,23-312,2001,20.3,17,0.84,16,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
411,Robert Sánchez,es ESP,GK,Chelsea,27-073,1997,21.0,4,0.19,3,1,0,0,0,0,2,0.10,1,1,0,0,0,0,Matches,,,,,,
412,Jadon Sancho,eng ENG,FW,Chelsea,24-311,2000,11.8,45,3.81,41,0,2,0,2,0,9,0.76,8,0,0,0,1,0,Matches,,,,,,
413,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-059,1997,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
414,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-264,1992,3.9,10,2.58,6,3,1,0,0,0,1,0.26,0,0,1,0,0,0,Matches,,,,,,
415,Jeremy Sarmiento,ec ECU,MF,Brighton,22-228,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
416,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-340,1998,16.7,65,3.89,46,0,5,5,9,0,7,0.42,4,0,1,0,2,0,Matches,,,,,,
417,Sávio,br BRA,"FW,MF",Manchester City,20-295,2004,12.0,75,6.25,50,2,12,4,6,1,11,0.92,6,0,2,1,1,1,Matches,,,,,,
418,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-049,2005,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
419,Kevin Schade,de GER,FW,Brentford,23-064,2001,11.9,22,1.84,14,0,2,3,2,1,6,0.50,4,0,0,2,0,0,Matches,,,,,,
420,Fabian Schär,ch SUI,DF,Newcastle Utd,33-041,1991,17.8,17,0.96,12,0,1,0,2,2,2,0.11,2,0,0,0,0,0,Matches,,,,,,
421,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-038,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
422,Alex Scott,eng ENG,MF,Bournemouth,21-162,2003,2.9,11,3.75,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
423,Matz Sels,be BEL,GK,Nott'ham Forest,32-339,1992,23.0,4,0.17,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
424,Nélson Semedo,pt POR,DF,Wolves,31-075,1993,17.9,36,2.01,27,1,4,0,2,2,5,0.28,5,0,0,0,0,0,Matches,,,,,,
425,Antoine Semenyo,gh GHA,FW,Bournemouth,25-023,2000,21.4,78,3.64,53,1,10,9,4,1,8,0.37,5,0,1,0,2,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
426,Marcos Senesi,ar ARG,DF,Bournemouth,27-265,1997,10.2,16,1.57,16,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,,,,,,
427,Ryan Sessegnon,eng ENG,MF,Fulham,24-257,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
428,Luke Shaw,eng ENG,DF,Manchester Utd,29-202,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
429,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-205,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
430,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-173,1994,20.3,67,3.30,61,1,4,0,1,0,7,0.35,7,0,0,0,0,0,Matches,,,,,,
431,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-182,1999,7.7,27,3.52,20,0,1,3,3,0,3,0.39,2,0,0,0,1,0,Matches,,,,,,
432,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-272,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
433,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-087,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
434,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-227,1999,2.3,13,5.57,10,0,1,2,0,0,1,0.43,1,0,0,0,0,0,Matches,,,,,,
435,Oliver Skipp,eng ENG,MF,Leicester City,24-136,2000,8.5,10,1.18,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
436,William Smallbone,ie IRL,MF,Southampton,24-344,2000,3.2,9,2.83,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
437,Adam Smith,eng ENG,DF,Bournemouth,33-276,1991,11.5,12,1.04,8,1,1,0,1,1,1,0.09,0,0,0,0,1,0,Matches,,,,,,
438,Emile Smith Rowe,eng ENG,MF,Fulham,24-186,2000,15.1,52,3.43,40,0,2,6,1,3,11,0.73,9,0,1,0,0,1,Matches,,,,,,
439,Dominic Solanke,eng ENG,FW,Tottenham,27-138,1997,17.8,33,1.86,22,0,0,8,2,1,7,0.39,5,0,0,1,1,0,Matches,,,,,,
440,Carlos Soler,es ESP,"MF,FW",West Ham,28-028,1997,10.2,36,3.54,23,6,1,4,1,1,2,0.20,2,0,0,0,0,0,Matches,,,,,,
441,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-152,1999,2.7,12,4.46,9,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
442,Tomáš Souček,cz CZE,MF,West Ham,29-338,1995,17.9,37,2.06,29,0,0,5,2,1,3,0.17,2,0,0,0,1,0,Matches,,,,,,
443,Boubakary Soumaré,fr FRA,MF,Leicester City,25-338,1999,12.3,22,1.79,16,0,3,1,2,0,3,0.24,3,0,0,0,0,0,Matches,,,,,,
444,Djed Spence,eng ENG,DF,Tottenham,24-174,2000,6.6,9,1.37,7,0,1,1,0,0,3,0.46,2,0,1,0,0,0,Matches,,,,,,
445,Jay Stansfield,eng ENG,MF,Fulham,22-067,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
446,Jason Steele,eng ENG,GK,Brighton,34-165,1990,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
447,Jack Stephens,eng ENG,DF,Southampton,31-003,1994,8.8,10,1.13,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
448,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-053,1994,2.4,9,3.73,6,0,2,1,0,0,1,0.41,1,0,0,0,0,0,Matches,,,,,,
449,Ross Stewart,sct SCO,"FW,MF",Southampton,28-203,1996,1.5,2,1.36,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
450,Jakub Stolarczyk,pl POL,GK,Leicester City,24-042,2000,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
451,John Stones,eng ENG,"DF,MF",Manchester City,30-247,1994,4.1,8,1.96,8,0,0,0,0,0,2,0.49,2,0,0,0,0,0,Matches,,,,,,
452,Jørgen Strand Larsen,no NOR,FW,Wolves,24-359,2000,20.4,26,1.28,21,1,0,2,2,0,3,0.15,3,0,0,0,0,0,Matches,,,,,,
453,Yukinari Sugawara,jp JPN,DF,Southampton,24-216,2000,12.8,36,2.80,28,5,1,2,0,0,1,0.08,1,0,0,0,0,0,Matches,,,,,,
454,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-350,2002,3.2,9,2.84,3,1,5,0,0,0,1,0.32,0,0,1,0,0,0,Matches,,,,,,
455,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-092,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0,Matches,,,,,,
456,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-128,1995,10.9,9,0.83,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
457,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-097,2000,15.2,71,4.67,55,3,3,8,1,1,11,0.72,8,0,0,3,0,0,Matches,,,,,,
458,Matt Targett,eng ENG,DF,Newcastle Utd,29-134,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
459,James Tarkowski,eng ENG,DF,Everton,32-072,1992,21.9,28,1.28,23,2,0,3,0,0,2,0.09,2,0,0,0,0,0,Matches,,,,,,
460,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-314,1999,12.8,64,5.00,44,10,3,3,4,0,10,0.78,5,3,0,1,1,0,Matches,,,,,,
461,Charlie Taylor,eng ENG,DF,Southampton,31-134,1993,3.0,2,0.68,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches,,,,,,
462,Jack Taylor,ie IRL,MF,Ipswich Town,26-221,1998,4.5,17,3.79,12,1,1,2,0,1,1,0.22,1,0,0,0,0,0,Matches,,,,,,
463,Kenny Tete,nl NED,DF,Fulham,29-113,1995,14.0,23,1.64,16,0,2,3,2,0,3,0.21,3,0,0,0,0,0,Matches,,,,,,
464,Thiago,br BRA,FW,Brentford,23-218,2001,1.5,2,1.36,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
465,Luke Thomas,eng ENG,DF,Leicester City,23-234,2001,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
466,Youri Tielemans,be BEL,MF,Aston Villa,27-268,1997,21.7,76,3.51,45,25,2,2,1,1,7,0.32,4,3,0,0,0,0,Matches,,,,,,
467,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-239,1997,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
468,Jurriën Timber,nl NED,DF,Arsenal,23-227,2001,18.5,38,2.05,33,1,2,0,1,1,4,0.22,4,0,0,0,0,0,Matches,,,,,,
469,Jean-Clair Todibo,fr FRA,DF,West Ham,25-031,1999,9.6,4,0.42,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
470,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-164,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
