,Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
486,Destiny Udogie,it ITA,DF,Tottenham,22-076,2002,18,18,"1,430",15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,39,97,79,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.10,0.02,0.10,Matches,,,,,,,
487,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-307,2001,18,13,"1,079",12.0,0,0,0,0,0,0,8,0,0.4,0.4,0.5,0.9,7,38,10,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,,,,,,,
488,Lesley Ugochukwu,fr FRA,MF,Southampton,20-323,2004,14,7,745,8.3,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,15,32,11,0.00,0.12,0.12,0.00,0.12,0.04,0.06,0.10,0.04,0.10,Matches,,,,,,,
489,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-278,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches,,,,,,,
490,Virgil van Dijk,nl NED,DF,Liverpool,33-219,1991,23,23,"2,070",23.0,1,1,2,1,0,0,2,0,1.5,1.5,0.4,2.0,11,100,4,0.04,0.04,0.09,0.04,0.09,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,
491,Jamie Vardy,eng ENG,FW,Leicester City,38-032,1987,22,22,"1,776",19.7,7,3,10,6,1,1,4,0,8.4,7.6,2.4,10.0,18,17,76,0.35,0.15,0.51,0.30,0.46,0.43,0.12,0.55,0.39,0.51,Matches,,,,,,,
492,Renato Veiga,pt POR,"DF,MF",Chelsea,21-198,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,7,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,
493,Joël Veltman,nl NED,DF,Brighton,33-028,1992,18,18,"1,553",17.3,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.7,29,78,31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,
494,Micky van de Ven,nl NED,DF,Tottenham,23-299,2001,9,9,788,8.8,0,2,2,0,0,0,4,0,0.4,0.4,1.2,1.5,8,43,1,0.00,0.23,0.23,0.00,0.23,0.04,0.13,0.17,0.04,0.17,Matches,,,,,,,
495,Bart Verbruggen,nl NED,GK,Brighton,22-178,2002,22,22,"1,980",22.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
496,Jannik Vestergaard,dk DEN,DF,Leicester City,32-193,1992,16,15,"1,260",14.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,2,26,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches,,,,,,,
497,Guglielmo Vicario,it ITA,GK,Tottenham,28-128,1996,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
498,Carlos Vinícius,br BRA,MF,Fulham,29-324,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83,Matches,,,,,,,
499,Kyle Walker,eng ENG,DF,Manchester City,34-260,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,,
500,Kyle Walker-Peters,eng ENG,DF,Southampton,27-305,1997,22,22,"1,960",21.8,0,2,2,0,0,0,5,0,0.5,0.5,2.5,3.0,84,95,93,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.14,0.02,0.14,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
501,Christian Walton,eng ENG,GK,Ipswich Town,29-095,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
502,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-078,1997,23,22,"1,984",22.0,2,1,3,2,0,0,1,0,1.0,1.0,1.4,2.4,68,85,90,0.09,0.05,0.14,0.09,0.14,0.04,0.06,0.11,0.04,0.11,Matches,,,,,,,
503,Danny Ward,wls WAL,GK,Leicester City,31-235,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
504,James Ward-Prowse,eng ENG,MF,West Ham,30-103,1994,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
505,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-103,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26,Matches,,,,,,,
506,Ollie Watkins,eng ENG,FW,Aston Villa,29-044,1995,24,20,"1,641",18.2,10,5,15,8,2,2,0,0,11.5,10.0,2.5,12.5,32,14,104,0.55,0.27,0.82,0.44,0.71,0.63,0.14,0.77,0.55,0.68,Matches,,,,,,,
507,Adam Webster,eng ENG,DF,Brighton,30-039,1995,6,3,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,20,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
508,Danny Welbeck,eng ENG,FW,Brighton,34-078,1990,18,16,"1,355",15.1,6,2,8,6,0,0,2,0,6.0,6.0,0.6,6.6,15,32,54,0.40,0.13,0.53,0.40,0.53,0.40,0.04,0.44,0.40,0.44,Matches,,,,,,,
509,Welington,br BRA,DF,Southampton,23-359,2001,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,
510,Timo Werner,de GER,"FW,MF",Tottenham,28-343,1996,17,4,507,5.6,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,29,87,0.00,0.53,0.53,0.00,0.53,0.17,0.44,0.62,0.17,0.62,Matches,,,,,,,
511,Adam Wharton,eng ENG,MF,Crystal Palace,20-255,2004,9,8,625,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,7,61,6,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches,,,,,,,
512,Ben White,eng ENG,DF,Arsenal,27-127,1997,9,7,695,7.7,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,4,30,15,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.07,0.02,0.07,Matches,,,,,,,
513,Mats Wieffer,nl NED,MF,Brighton,25-088,1999,13,4,471,5.2,1,1,2,1,0,0,2,0,0.5,0.5,0.6,1.0,5,34,8,0.19,0.19,0.38,0.19,0.38,0.09,0.10,0.19,0.09,0.19,Matches,,,,,,,
514,Neco Williams,wls WAL,DF,Nott'ham Forest,23-305,2001,21,14,"1,334",14.8,1,1,2,1,0,0,4,0,1.5,1.5,0.6,2.1,36,44,44,0.07,0.07,0.13,0.07,0.13,0.10,0.04,0.14,0.10,0.14,Matches,,,,,,,
515,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-176,1999,21,6,624,6.9,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,20,27,49,0.00,0.14,0.14,0.00,0.14,0.12,0.21,0.33,0.12,0.33,Matches,,,,,,,
516,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-351,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
517,Harry Wilson,wls WAL,"FW,MF",Fulham,27-327,1997,19,8,839,9.3,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,42,71,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45,Matches,,,,,,,
518,Harry Winks,eng ENG,MF,Leicester City,29-010,1996,19,17,"1,456",16.2,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.4,15,92,10,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches,,,,,,,
519,Ben Winterburn,eng ENG,MF,Bournemouth,20-161,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
520,Yoane Wissa,cd COD,FW,Brentford,28-162,1996,21,20,"1,661",18.5,11,2,13,11,0,0,2,0,11.2,11.2,1.3,12.5,37,37,89,0.60,0.11,0.70,0.60,0.70,0.61,0.07,0.68,0.61,0.68,Matches,,,,,,,
521,Chris Wood,nz NZL,FW,Nott'ham Forest,33-067,1991,24,23,"1,915",21.3,17,2,19,14,3,3,1,0,10.3,7.9,1.5,9.4,12,24,58,0.80,0.09,0.89,0.66,0.75,0.48,0.07,0.56,0.37,0.44,Matches,,,,,,,
522,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-257,2002,8,6,579,6.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,16,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
523,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-114,1998,9,8,737,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
524,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-348,2004,18,6,625,6.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,11,27,33,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,,,,,,,
525,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-083,1997,22,15,"1,457",16.2,1,0,1,1,0,0,6,0,1.7,1.7,0.7,2.5,12,37,11,0.06,0.00,0.06,0.06,0.06,0.11,0.04,0.15,0.11,0.15,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
526,Leny Yoro,fr FRA,DF,Manchester Utd,19-091,2005,11,5,545,6.1,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,3,23,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
527,Ashley Young,eng ENG,DF,Everton,39-218,1985,20,17,"1,488",16.5,1,3,4,1,0,0,5,1,0.2,0.2,1.4,1.7,17,79,20,0.06,0.18,0.24,0.06,0.24,0.01,0.09,0.10,0.01,0.10,Matches,,,,,,,
528,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-164,2002,24,24,"2,160",24.0,0,0,0,0,0,0,3,0,0.8,0.8,0.5,1.3,18,91,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches,,,,,,,
529,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-059,1996,8,2,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,19,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,
530,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-266,2001,24,8,885,9.8,3,1,4,3,0,0,1,0,3.3,3.3,1.4,4.7,5,30,46,0.31,0.10,0.41,0.31,0.41,0.33,0.14,0.47,0.33,0.47,Matches,,,,,,,
531,Martin Ødegaard,no NOR,MF,Arsenal,26-057,1998,16,15,"1,283",14.3,2,3,5,1,1,1,2,0,3.1,2.3,2.4,4.7,40,139,80,0.14,0.21,0.35,0.07,0.28,0.22,0.17,0.39,0.16,0.33,Matches,,,,,,,
